Utterance,Sentiment
你等我消息,neutral
程老师我有一个好消息和一个坏消息,positive
你想先听哪个,positive
这都什么年头了,negative
还玩这套,negative
有什么话直说我有事,negative
好消息就是陈静约我,positive
所以坏消息就是我还得用那只狗,positive
你跟你同事二姨邻居家的女儿说一声,positive
那只狗能不能就卖给我,positive
我保证只要他卖给我,positive
我好吃好喝的照顾他,positive
我说哥们,negative
您这要求难度会有点高,negative
上次那狗受伤了,negative
我给人还回去的时候就让人埋怨了好一通,negative
我哪好意思在管人家,negative
再说了现在这人养狗都跟养儿子似的,negative
你就不能想想别的辙,negative
身边这七大姑八大姨的就没个养狗的,negative
两只狗不一样了,negative
我怎么跟人解释,negative
你就说上次那只狗在病痛交加中挂了,negative
你又重新领养了一只,negative
又养了个新的我每天都在上班,negative
我哪有时间去养新狗,negative
我不管,negative
反正明天之前狗和解释的话你都得帮我准备好了,negative
哥们,negative
我现在真的抽不开身,negative
我有事我回头跟你联系行吗,negative
你什么意思,negative
我告诉你你可不能当甩手掌柜的,negative
这个事你就不管了,negative
我告诉你我可是花了钱的,negative
我们之间是有契约存在的,negative
你要是不帮我,negative
你小心我投诉你,negative
谁说我要甩手不管了,negative
我告诉你,negative
我干这事这么长时间就没有不成的时候,negative
行行,negative
我也不跟你啰嗦了,negative
您是上帝对吧,negative
成,negative
狗我来找,negative
回头给您送家门口去,negative
成了,negative
这还差不多,positive
行,negative
那先这么着吧,negative
干嘛你,negative
你干嘛,negative
你还真是阴魂不散哪,negative
我,negative
我说你这人出门没吃药,negative
上我这来就水来了,negative
你没事吧你,negative
你干嘛呢你,negative
你明知道你妈在外地最担心的就是你给你打电话电话不接微信,negative
微信不回,negative
你干嘛去了,negative
你干嘛你告诉我,negative
你知道他急成什么样了吗,negative
你还悠哉悠哉在这喝东西吃东西,negative
赶紧给你妈回电话,negative
我妈叫你来的,negative
你怎么知道我在这,negative
少废话 赶紧回电话去,negative
我告诉你这会人可能都已经在机场了,negative
知不知道,negative
我手机没在身边落别处了,negative
我也没法拿,negative
快点,negative
我妈说谢谢你,negative
瞧你这德行,negative
手机落男朋友那了吧,negative
怎么不回去拿,negative
吵架了,negative
冷战,negative
我说你这人怎么这么38,negative
连这种事都猜得到,negative
我是想告诉你,negative
有男朋友了就提前告诉你妈,negative
痛痛快快的把他联络方式也告诉你妈,negative
别有点什么风吹草动的就遛我,negative
干嘛,negative
又瞪眼又翻白眼,negative
别回不来了,negative
合着我忙活半天我受累,negative
我还不落好,negative
真是,negative
我妈说你跑了一上午,negative
你这做医生的也够闲的,negative
要想说感谢的话就好好说,positive
别阴死阳活的,positive
行,negative
我知道,negative
从你嘴里也说不出好话来,negative
但是这杯咖啡,negative
得你请,negative
干嘛,negative
就这么抠门,negative
一杯咖啡都不请啊,negative
我早上走的急,negative
兜里只揣了30块钱,negative
只够买这一杯,negative
没手机我也没法付啊,negative
瞧你那点出息,positive
兜里就揣30块钱就敢离家出走,positive
就敢出来吃喝呀,positive
行吧,negative
我好人做到底,negative
送佛送到西,negative
不光那个 连这都有了,neutral
别让人瞧不起,negative
哥,positive
您去哪啊,positive
这会儿知道叫哥了,positive
我去哪我用得着跟你汇报,negative
我又不是你男朋友,negative
你能不能捎我一段,positive
带我回家,positive
没钱,negative
没法坐地铁这没法坐公交的,negative
打车也没钱,negative
男朋友呢,negative
让他来接你啊,negative
男朋友不就是用来使唤的吗,negative
行了,negative
不捎算了,negative
你走吧,negative
我说我我上辈子欠你的呀我,negative
行,negative
我只当是尊老爱幼 我就只当给你妈帮一忙,negative
走不走啊,negative
你是不是要领养一只,positive
选好了吗,positive
还没,neutral
怎么了,neutral
那你看他怎么样,positive
多可爱,positive
它很通人性的,positive
这也太小点了,negative
小怕什么你看看他,positive
我跟你保证,positive
只要你这么抱着他,positive
你在小区里面溜一圈,positive
姑娘都一个个扑上来呢,positive
要不我把它暂时寄养在你那儿,positive
要是以后我条件好了,neutral
你又不想要了,neutral
我再把它接回来行吗,neutral
我凭什么帮你白养啊,neutral
你这人怎么那么白眼狼,negative
过河就拆桥,negative
上回王岩那个事本姑娘挺身而出帮你一把反正你要养哪只不是养带大不了,negative
所有的狗粮体检费都我来承担,negative
呦还真没看出来你平时这么抠门的人对狗挺大方的,neutral
我就是觉得我跟它挺有缘的,negative
相信我的专业判断吗,neutral
听我一句劝,neutral
早放弃早解脱,neutral
不是 你不是一直说你除了跨物种,neutral
你就没有撮合不成的事吗,neutral
人和猩猩的基因差别不到1%,neutral
那也叫跨物种,neutral
你知道人和人之间的区别有多少吗,neutral
我就这么跟你说,neutral
都说上帝造人分三六九等,neutral
有的人被上帝所偏爱的,neutral
精雕细琢,neutral
纯手工定制,neutral
还有一大部分人都是上流水线批量生产的,neutral
有的残次品还要被勉强淘汰,neutral
所以像你和这姑娘这两种人,neutral
完全不搭边的两类人,neutral
我知道,positive
但是如果你能把我这个事情挑战成功了,neutral
把我们俩撮合成多能体现你的价值,neutral
而且这一个多月我来回的接他送他都已经认识我了,neutral
那不,neutral
更完蛋了,neutral
人家知道了你就是一司机,neutral
你还能对人有什么企图,negative
我们俩还发生了点小故事,neutral
他发现我总是接他的单,neutral
他就把我给拉黑了,positive
还说要投诉我,positive
这是故事,positive
这是事故好吗哥们,negative
我发现你这人是挺逗的,neutral
你说你一学编程的,neutral
现在出去干活应该也能挣不少钱,neutral
干嘛非要干这专车司机,neutral
开车自由,neutral
得 你这个人选择我不多加评论,neutral
反正您这单,neutral
我真的接不了啊,neutral
首先你不请自来,neutral
已经破坏了我的一贯原则,neutral
我这就从来没有过不良记录,neutral
您请回,neutral
这房子是我的,neutral
如果我一开始说这房子是我的,neutral
你肯定不会住对吧,neutral
我了解了你的个性,neutral
我也不希望我们的关系是从让你负担开始,neutral
所以我说了这么一个谎话,neutral
谎话就是谎话,negative
所以你就承认骗我了,negative
你每个月打来的房租分文不少,neutral
都在这里,neutral
我知道这件事情你迟早是会知道的,neutral
所以这钱就当是我帮你存着,neutral
等你什么时候需要用了,neutral
随时可以用的,neutral
这钱不管我付给谁,negative
这是我付的房租,negative
而且下个月我还是会准时的打钱进去,negative
你就每个月继续往这张卡里面打钱,neutral
然后我就继续帮你把它存起来,neutral
到了年底的时候,neutral
我们一起拿这上面的钱去度个假好吗,neutral
宋宁宇,negative
我发现每次一发生矛盾,negative
你就跟我转移话题,negative
我上次跟你说手机的事,negative
你就跟我聊电影,negative
红酒我现在在跟你说你骗我的事,negative
你就跟我在计划这钱怎么用,negative
你这叫避重就轻知道吗,negative
我不太知道你们这些成语是什么意思,negative
但是我想告诉你,neutral
我说这个谎我没有别的意思,neutral
ok我们不聊以前的事好不好,neutral
我们就说现在现在的你在问我这个房子是不是我的 我告诉你他是我的 我只是为了当时在那样的情况之下,negative
你能很快住进一个舒服的地方,negative
我没有别的意思,negative
我现在就问你,negative
你还有没有什么其他的事骗我,negative
你不能因为我一个善意的谎言,neutral
就把我的信任度全盘否定,neutral
什么叫善意的谎言,negative
谎言就是谎言,negative
所谓善意的谎言都是满满的套路,negative
不是不是 皓哥,negative
我没有别的意思,negative
我就想请你帮帮我,negative
走 告诉你别在这赖着了,negative
否则我真急了,negative
你不是问我为什么既然会编程,negative
还要开网约车,negative
都跟我无关了 赶紧走,negative
不是,negative
其实从小我就没什么朋友,negative
从上小学到中学,negative
我们在每一个城市都是只能待三年,negative
因为我父母他们工作的原因,negative
我跟这些同学相处还没等处成朋友呢,negative
我们家就又搬家了,negative
所以后来我就不愿意跟他们交往了,negative
跟他们的交流越来越少,negative
我这个人也越来越闭塞,negative
以至于后来见到陌生人,negative
我都说不出话来,negative
所以我上大学的时候我就选了计算机专业,negative
这样每天面对代码就不用跟人接触了,negative
你后来为什么又开车了,negative
我想试试自己能不能做出一些改变,negative
我每天开车面对的都是陌生人,negative
我逼着自己跟他们说话,negative
谁不想让自己变得好一点,negative
我就这样遇见了乔伊林,negative
我第一次见她,negative
我就动心了,negative
我越接触他就越喜欢,negative
但是我不知道应该去怎么追求他,negative
我就只能修改订单系统,negative
这样他就会多订我的车,negative
多跟他见面,negative
以至于他现在一打车就是我的车,negative
一打车就是我的车,negative
他现在都觉得我不是好人了,negative
废话,negative
就冲你给我下这招,negative
谁会觉得你是好人,negative
我知道凭我自己肯定是不行,negative
所以我真诚的拜托你,negative
真的,negative
你看你的微博我都看了多少遍了,negative
